text,analyzed_token,true_label,pred_label,prob_anomaly,error_category,model,scenario
Univerzita Karlova oznámila otevření nové fakulty pro technologické obory.,,0.0,0.0,0.009582422684123895,TN,LogReg,robustness
"Kritici ale upozorňují, že tato štědrá podpora znamená nadměrné zatížení státního rozpočtu bez jasných záruk návratnosti.",,1.0,1.0,0.9883717632083926,TP,LogReg,robustness
"Prodej byl vnímán zástupci komunit jako naprostý podraz, jelikož lokalita měla sloužit k výstavbě obecních bytů s regulovaným nájemným.",,1.0,1.0,0.9983406066234448,TP,LogReg,robustness
Dopravní podnik hl. m. Prahy testuje nové informační panely ve stanicích metra.,,0.0,0.0,0.0033017887277041837,TN,LogReg,robustness
Kritizované podmínky splnilo skoro všech pět zájemců o celou zakázku.,,1.0,1.0,0.9137380975036767,TP,LogReg,robustness
Prameny v roce 2021 získaly státní bezúročnou půjčku a v roce 2018 byla vypsána veřejná sbírka.,,1.0,0.0,0.04707730062994608,FN,LogReg,robustness
 Deník Aktuálněcz v minulých dnech informoval o rošádě mezi kandidáty na ministra vnitra.,,1.0,0.0,0.4624142432950713,FN,LogReg,robustness
"Půlnoční oblohu ozdobila luna, jejíž záře osvětlovala celou krajinu v širokém okolí.",,1.0,1.0,0.7400246761567004,TP,LogReg,robustness
"Občané se shodují, že stávající míra poškození veřejného majetku je již děsivá a vyžaduje tvrdý zásah.",,1.0,1.0,0.9967487693312702,TP,LogReg,robustness
"Nezávislý audit potvrdil, že výdaje na údržbu silnic byly vynaloženy účelně, ačkoliv se objevily drobné administrativní chyby v účetnictví.",,1.0,1.0,0.6655442486782307,TP,LogReg,robustness
"Součástí balíčku byl sešit, pravítko a zbrusu nový futrál na psací potřeby.",,1.0,1.0,0.98768766260555,TP,LogReg,robustness
"Odborníci očekávají, že fiskální deficit se začne snižovat v roce 2026.",,0.0,0.0,0.08042280140784845,TN,LogReg,robustness
Mnoho domácností bude mít problém zaplatit zálohy.,,0.0,0.0,0.08640207401068589,TN,LogReg,robustness
"Při čelním střetu se vozy doslova drtily do sebe, svědci popisovali hrozivý zvuk.",,1.0,1.0,0.9986179309499867,TP,LogReg,robustness
Městská rada projednala návrh na zvýšení poplatků za komunální odpad.,,0.0,0.0,0.0023630901383869685,TN,LogReg,robustness
"Astronomové potvrdili, že šlo o neobvyklý optický úkaz, který se zřídka opakuje.",,0.0,1.0,0.8838655968377452,FP,LogReg,robustness
Vedení města rozhodlo o uzavření mostu kvůli havarijnímu stavu.,,0.0,0.0,0.02636496336481542,TN,LogReg,robustness
Hasiči bojovali s požárem lesa tři dny.,,0.0,0.0,0.017989248843816544,TN,LogReg,robustness
Rada města proto drasticky zvýšila poplatky za odvoz komunálního odpadu pro následující fiskální období.,,1.0,1.0,0.622885909031906,TP,LogReg,robustness
Proces digitalizace zahrnoval 450 000 stran historických dokumentů a textů.,,0.0,0.0,0.47779709538032566,TN,LogReg,robustness
Eliminace této chobotnice dezinformací je komplikovaná kvůli rychlému zakládání nových profilů.,,1.0,1.0,0.960833598116346,TP,LogReg,robustness
Podle hlavního primáře je personální obsazení již zpět v normálu a situace je momentálně zcela cajk.,,1.0,1.0,0.9909016931000652,TP,LogReg,robustness
Představitelé kraje tento krok označili za nezbytnou restrukturalizaci sítě veřejné správy.,,1.0,0.0,0.4312258716287788,FN,LogReg,robustness
"Objevují se zprávy, že nespočet dětí v táboře nemá přístup k základní zdravotní péči ani hygienickým zařízením.",,1.0,1.0,0.9609155120139767,TP,LogReg,robustness
"Premiér vycouval z plánu, že představí menšinovou vládu v dohledné době.",,1.0,1.0,0.7730164589387845,TP,LogReg,robustness
Mluvčí horské služby označil celou akci za zbytečnou a extrémně nákladnou.,,1.0,1.0,0.9651210374450337,TP,LogReg,robustness
"O 0,80 koruny za jeden litr paliva se snížila ta průměrná cena benzínu.",,1.0,1.0,0.8784072808102904,TP,LogReg,robustness
"Analytici se shodují, že toto rozhodnutí může vést k mnoha komplikacím v mezinárodním obchodu s ropou.",,1.0,1.0,0.6114587851519835,TP,LogReg,robustness
Národní galerie zahájila přípravu nové výstavy děl moderního umění.,,0.0,0.0,0.0022546027668589315,TN,LogReg,robustness
Iniciativa získává pro Ukrajinu dělostřeleckou munici v zemích i mimo Evropskou unii.,,1.0,0.0,0.2863134864802148,FN,LogReg,robustness
Naprosté selhání dozorových orgánů vedlo k opožděné reakci na růst cen.,,1.0,1.0,0.9249359892258617,TP,LogReg,robustness
"Vedení radnice však popřelo jakékoli spory a tvrdí, že koalice pevně drží kormidlo města.",,1.0,1.0,0.7520631969819253,TP,LogReg,robustness
Produktivita práce v některých odvětvích je však mizerná.,,1.0,1.0,0.8993127665069621,TP,LogReg,robustness
Zakázku získala česká zbrojovka z Pardubic.,,0.0,0.0,0.062302935225178685,TN,LogReg,robustness
"Doba vyřízení elektronických žádostí se díky implementaci nového systému zkrátila podstatně, což má vést k vyšší efektivitě práce úřadu.",,1.0,1.0,0.9677994732121536,TP,LogReg,robustness
Cílem je zrychlit hru a zvýšit celkovou atraktivitu celé ligové soutěže.,,0.0,1.0,0.5281129644721749,FP,LogReg,robustness
Zjištěné nedostatky budou projednány na summitu šéfů vlád a států v Bruselu.,,0.0,0.0,0.0535700533384077,TN,LogReg,robustness
Nová éra festivalu se tak okamžitě stala kulturním fenoménem letošní letní sezóny.,,1.0,1.0,0.9887798003246295,TP,LogReg,robustness
"V centru je to teď děsivé, zejména o víkendech.",,1.0,1.0,0.995633806873264,TP,LogReg,robustness
"Obě strany shodně potvrdily, že jejich vzájemný vztah je pro region blahodárný.",,1.0,1.0,0.9820032331849537,TP,LogReg,robustness
"Vláda zavedla nové karanténní opatření až včera, čímž zbytečně prodloužila dobu šíření nákazy.",,1.0,1.0,0.7767898683237162,TP,LogReg,robustness
Experti upozorňují na nutnost rychlé implementace legislativních změn pro zajištění transparentního trhu.,,1.0,1.0,0.9514294906019088,TP,LogReg,robustness
"Starostové menších obcí se obávají, že mnoho žadatelů nedosáhne na nové dotační programy pro rekonstrukce škol.",,1.0,1.0,0.83505879995213,TP,LogReg,robustness
Základní sazba vzrostla o půl procentního bodu.,,0.0,0.0,0.02752262401577022,TN,LogReg,robustness
Zájem opadá kvůli rostoucí celkové apatii fanoušků ke špatné hře hráčů.,,1.0,1.0,0.926887486173714,TP,LogReg,robustness
Podle vyšetřovatelů se choval jako mecenáš financující soukromé stavební a kulturní projekty z veřejných rozpočtů.,,1.0,1.0,0.907687700616944,TP,LogReg,robustness
Zemědělci dnes v Praze demonstrovali proti navrhovaným změnám v dotační politice.,,0.0,0.0,0.018733015256827315,TN,LogReg,robustness
Prameny na Chebsku budou jednou ze zastávek prezidenta Petra Pavla s manželkou při jejich pondělní návštěvě Karlovarského kraje.,,0.0,0.0,0.15391190408680544,TN,LogReg,robustness
Obžaloba zahrnuje sedm osob a škoda přesahuje 30 milionů korun.,,0.0,0.0,0.2768978197903983,TN,LogReg,robustness
Kvůli byrokracii stále řada menších škol nedostala přislíbené dotace na modernizaci laboratoří.,,1.0,1.0,0.9631724236357284,TP,LogReg,robustness
"Opozice tvrdí, že koalice vystavěla kolem projektu byrokratickou zeď kvůli vnitřním rozporům ve financování.",,1.0,1.0,0.9568861738796373,TP,LogReg,robustness
Ve vztahu mezi předsedou Motoristů Petrem Macinkou a předsedkyní Trikolory Zuzanou Majerovou šlo ale o důležitý symbol.,,0.0,1.0,0.9058352865860265,FP,LogReg,robustness
Požár v průmyslové zóně trval několik hodin.,,0.0,0.0,0.18525491747606945,TN,LogReg,robustness
Kriminalisté zajistili kamerové záznamy z okolních domů.,,0.0,0.0,0.02351215439410371,TN,LogReg,robustness
Prezident Erdogan poté drze navrhl okamžité stažení mezinárodních mírových jednotek ze sporného území.,,1.0,1.0,0.9377290743552263,TP,LogReg,robustness
Od ledna vzroste o tisíc sto korun měsíčně.,,0.0,0.0,0.10425146893221554,TN,LogReg,robustness
Praha od nového roku zakáže přepravu elektrických kol a koloběžek v metru.,,0.0,0.0,0.004421758559408686,TN,LogReg,robustness
"Poslední zpráva naznačuje, že z veřejných zakázek se ztratily značné prachy určené na kritickou infrastrukturu.",,1.0,1.0,0.9859869105278142,TP,LogReg,robustness
Vláda se k tomuto konkrétnímu návrhu zatím veřejně nevyjádřila a analyzuje finanční dopad.,,0.0,0.0,0.17793160728470458,TN,LogReg,robustness
Sériová výroba začne v polovině příštího roku.,,0.0,0.0,0.002052829972882176,TN,LogReg,robustness
Regionální vlaky a rychlíky společnosti Českých drah na hlavní trati nabírají velká zpoždění.,,0.0,0.0,0.17444346295596794,TN,LogReg,robustness
Zavedení této byrokratické normy vyvolalo protesty mezi menšími internetovými společnostmi.,,1.0,1.0,0.5510233137233258,TP,LogReg,robustness
"Přestože zpráva neprokázala přímé pochybení ministra, veřejnost ji označila za politickou frašku.",,1.0,1.0,0.9623704996274262,TP,LogReg,robustness
Podle zprávy může mít masivní nasazení umělé inteligence v některých odvětvích ničivou sílu pro tradiční profese.,,1.0,1.0,0.9773694129225295,TP,LogReg,robustness
Dodávky techniky začnou v příštím roce a budou trvat po dobu pěti let.,,0.0,0.0,0.003246702326958751,TN,LogReg,robustness
Meteorologický ústav naměřil rekordní teploty.,,0.0,0.0,0.017885000683729266,TN,LogReg,robustness
Vlaková doprava na hlavním koridoru byla přerušena.,,0.0,0.0,0.001031755440510585,TN,LogReg,robustness
Tento zbabělý ústupek ze slibů narušuje důvěru v celý vládní kabinet.,,1.0,1.0,0.9987689335458017,TP,LogReg,robustness
Vyšetřování stále pokračuje a další podrobnosti budou zveřejněny.,,0.0,0.0,0.027572890949467306,TN,LogReg,robustness
Místní hospodářská komora označila nový logistický park za motor ekonomického růstu celého kraje.,,1.0,1.0,0.7917887418684632,TP,LogReg,robustness
Nový systém údržby má být zaveden od začátku příštího měsíce.,,0.0,0.0,0.006976554460637826,TN,LogReg,robustness
"Odbor životního prostředí se nadále fláká s vyřizováním klíčových dokumentů, což ohrožuje splnění klimatických cílů.",,1.0,1.0,0.9825616149910675,TP,LogReg,robustness
Z období gotiky byly nalezeny ty základy domů a také keramika.,,1.0,1.0,0.7773775666566654,TP,LogReg,robustness
Policie dosud neposkytla podrobnější informace k probíhajícímu případu v Praze.,,0.0,0.0,0.001977802071039095,TN,LogReg,robustness
Vláda rozhodla o zastropování cen energií.,,0.0,0.0,0.01246918421451674,TN,LogReg,robustness
Akcie technologické společnosti po zveřejnění kvartálních výsledků klesaly na rekordní minimum.,,0.0,0.0,0.4686461716641193,TN,LogReg,robustness
"Zkušení uživatelé internetu přitom samozřejmě vědí, že těmto globálním platformám se nedá plně důvěřovat.",,1.0,1.0,0.9894516807384586,TP,LogReg,robustness
Národní banka oznámila změnu své měnové politiky na základě inflačních tlaků.,,0.0,0.0,0.13839754190862957,TN,LogReg,robustness
Sportovní klub uzavřel smlouvu s novým zahraničním fotbalovým trenérem.,,0.0,0.0,0.014164233596388404,TN,LogReg,robustness
"To je selhání zastaralého byrokratického molochu, který brzdí rozvoj zdravotnictví.",,1.0,1.0,0.9996781555956812,TP,LogReg,robustness
"Ministr financí uvedl, že klíčová pro konečné rozhodování bude aktuální data indexu PŘIV.",,1.0,1.0,0.5815370113164021,TP,LogReg,robustness
Lídr moudře vyzval k omezení vojenských operací a k hledání diplomatického řešení ve všech konfliktních zónách.,,1.0,1.0,0.904744688349085,TP,LogReg,robustness
Státní zástupce v nejbližších dnech rozhodne o uvalení vazby na podezřelé osoby.,,0.0,0.0,0.0027161581278261414,TN,LogReg,robustness
"Prezident přijal demisi ministra, který opustil vládu po neshodách na rozpočtu.",,0.0,0.0,0.05908204838516648,TN,LogReg,robustness
Protestní pochod se uskuteční v centru Prahy již v průběhu příštího týdne.,,0.0,0.0,0.023699572786934943,TN,LogReg,robustness
Část parku bude pro návštěvníky otevřena již v průběhu letní sezóny.,,0.0,0.0,0.02311963440281312,TN,LogReg,robustness
Proces byl odročen na příští měsíc kvůli absenci jednoho svědka.,,0.0,0.0,0.1349393869556066,TN,LogReg,robustness
Zemědělci dokončili sklizeň obilovin v kraji.,,0.0,0.0,0.0018063626691555235,TN,LogReg,robustness
Ukrajinská vlajka visela na sídle dolní parlamentní komory od začátku ruské vojenské invaze v únoru 2022 jako symbol podpory napadené zemi.,,0.0,0.0,0.27480537696569945,TN,LogReg,robustness
Hodnota zakázky se pohybuje kolem 55 miliard korun za techniku.,,0.0,0.0,0.24368763182710348,TN,LogReg,robustness
Ministerstvo vnitra varuje před podvodnými e-maily.,,0.0,0.0,0.03486083338161658,TN,LogReg,robustness
"Někteří odborníci tvrdí, že současné modely se již přiblížily úrovni lidského uvažování.",,1.0,1.0,0.8906631782158786,TP,LogReg,robustness
